"Environment and Climate Change Canada"
"Monthly Values for September - 2018"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"QUEBEC/JEAN LESAGE INTL","46.804","-71.382","QC","14.1","0",NA,"28.7","0","-2.7","0","",,NA,"109.0","0",NA,"","9","",,NA,"130.2","12.7","701S001"
"FRELIGHSBURG","45.033","-72.850","QC","16.7","0",NA,"31.8","0","4.3","0","",,NA,"95.4","0",NA,"","8","",,NA,"87.7","50.1","7022579"
"GRANBY","45.373","-72.774","QC","15.9","3",NA,"31.3","3","2.1","3","",,NA,"73.2","3",NA,"","7","",,NA,"90.1","32.7","7022802"
"LAC MEGANTIC","45.600","-70.883","QC","14.4","0",NA,"27.3","0","-2.1","0","",,NA,"69.2","1",NA,"","10","",,NA,"129.2","20.6","7023680"
"LENNOXVILLE","45.369","-71.824","QC","15.6","0",NA,"29.9","0","0.8","0","",,NA,"89.8","0",NA,"","8","",,NA,"101.0","28.0","7024280"
"MCTAVISH","45.505","-73.579","QC","17.8","0",NA,"32.2","0","4.7","0","",,NA,"95.8","0",NA,"","8","",,NA,"68.8","63.8","7024745"
"MONTREAL INTL A","45.471","-73.741","QC","17.6","0",NA,"32.0","0","4.2","0","0.0","0",NA,"88.8","0",NA,"","11","",,NA,"70.8","58.8","7025251"
"NICOLET","46.226","-72.657","QC","15.6","0",NA,"29.1","0","1.2","0","",,NA,"66.0","0",NA,"","9","",,NA,"101.3","27.9","7025442"
"STE-CLOTILDE","45.167","-73.679","QC","16.3","0",NA,"33.0","0","1.5","0","",,NA,"120.3","0",NA,"","7","",,NA,"95.2","43.3","7027039"
"MONTREAL/ST-HUBERT","45.518","-73.417","QC","16.4","6",NA,"31.2","6","2.2","6","",,NA,"106.1","6",NA,"","8","",,NA,"75.5","38.0","7027329"
"SAINT-GERMAIN-DE-GRANTHAM","45.825","-72.537","QC","15.1","0",NA,"29.3","0","0.0","0","",,NA,"90.8","0",NA,"","8","",,NA,"114.6","26.6","7027470"
"SHERBROOKE","45.439","-71.691","QC","14.7","6",NA,"29.2","6","0.1","6","",,NA,"93.1","6",NA,"","11","",,NA,"98.1","18.6","7028123"
"THETFORD MINES RCS","46.049","-71.266","QC","13.6","1",NA,"26.6","1","-1.5","1","",,NA,"124.3","1",NA,"","8","",,NA,"141.3","13.1","7028442"
"BEAUCEVILLE","46.205","-70.785","QC","14.0","0",NA,"28.1","0","-2.6","0","",,NA,"88.0","0",NA,"","10","",,NA,"134.4","15.4","7028754"
"LAC MEMPHREMAGOG","45.267","-72.167","QC","16.0","0",NA,"29.6","0","2.6","0","",,NA,"",,NA,"","","",,NA,"94.9","36.2","702CFGG"
"STE-ANNE-DE-BELLEVUE 1","45.427","-73.929","QC","17.2","0",NA,"32.3","0","4.3","0","",,NA,"91.6","0",NA,"","10","",,NA,"76.5","51.9","702FHL8"
"ST-ANICET 1","45.121","-74.289","QC","16.3","6",NA,"33.5","6","0.3","6","",,NA,"96.0","6",NA,"","15","",,NA,"74.5","34.3","702FQLF"
"L'ACADIE","45.294","-73.349","QC","16.2","4",NA,"31.3","4","3.3","4","",,NA,"90.6","3",NA,"","7","",,NA,"86.8","39.5","702LED4"
"MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","45.468","-73.742","QC","17.6","0",NA,"32.4","0","5.1","0","",,NA,"83.6","0",NA,"","10","",,NA,"69.7","58.6","702S006"
"HIGH FALLS","45.839","-75.648","QC","15.4","0",NA,"29.1","0","3.9","0","",,NA,"",,NA,"","","",,NA,"108.5","31.0","7033121"
"MANIWAKI AIRPORT","46.275","-75.992","QC","13.8","0",NA,"29.6","0","-1.2","0","",,NA,"63.0","0",NA,"","9","",,NA,"148.0","22.9","7034482"
"ST-JOVITE","46.080","-74.556","QC","16.0","8",NA,"29.5","8","-0.7","8","",,NA,"21.0","8",NA,"","6","",,NA,"66.4","23.4","703GDKB"
"BAIE-COMEAU A","49.133","-68.200","QC","10.5","0",NA,"26.2","0","-3.3","0","",,NA,"95.8","0",NA,"","10","",,NA,"225.1","0.4","7040442"
"BAIE-COMEAU","49.133","-68.204","QC","10.8","6",NA,"26.0","6","-3.4","5","",,NA,"35.3","14",NA,"","6","",,NA,"174.1","0.3","7040444"
"LOURDES DE BLANC SABLON A","51.442","-57.186","QC","9.0","1",NA,"20.9","0","-2.3","1","0.0","0",NA,"64.6","0",NA,"","11","",,NA,"261.5","0.0","7040815"
"CAPE WHITTLE","50.163","-60.062","QC","9.3","4",NA,"16.9","4","2.7","4","",,NA,"",,NA,"","","",,NA,"225.9","0.0","7041100"
"CAP-ROUGE","48.374","-70.535","QC","14.6","1",NA,"28.9","1","1.8","1","",,NA,"",,NA,"","","",,NA,"114.3","16.7","7041166"
"CHARLEVOIX (MRC)","47.284","-70.638","QC","10.2","0",NA,"24.8","0","-4.4","0","",,NA,"119.3","0",NA,"","11","",,NA,"235.0","1.7","7041312"
"CHEVERY","50.465","-59.639","QC","9.4","1",NA,"22.8","1","-2.7","1","",,NA,"86.6","1",NA,"","11","",,NA,"249.5","0.0","7041382"
"CAP-TOURMENTE","47.079","-70.781","QC","14.7","0",NA,"28.7","0","0.6","0","",,NA,"77.7","0",NA,"","8","",,NA,"117.8","18.0","7041JG6"
"FORET MONTMORENCY RCS","47.323","-71.148","QC","9.9","0",NA,"25.7","0","-6.4","0","",,NA,"105.2","0",NA,"","13","",,NA,"243.1","0.3","7042395"
"GRANDES-BERGERONNES","48.258","-69.523","QC","11.2","0",NA,"30.5","0","-5.4","0","",,NA,"107.5","0",NA,"","10","",,NA,"208.7","3.5","7042845"
"HAVRE ST. PIERRE","50.282","-63.611","QC","7.9","12",NA,"21.1","12","-4.6","12","",,NA,"70.9","13",NA,"","7","",,NA,"182.1","0.0","7043019"
"ILE AUX PERROQUETS","50.221","-64.207","QC","8.0","1",NA,"16.2","1","0.8","1","",,NA,"",,NA,"","","",,NA,"290.5","0.0","7043B79"
"ILE ROUGE","48.069","-69.556","QC","10.3","1",NA,"20.6","1","3.0","1","",,NA,"60.8","1",NA,"","9","",,NA,"223.4","0.0","7043BP9"
"LONGUE-POINTE-DE-MINGAN","50.271","-64.226","QC","8.4","0",NA,"21.5","0","-4.2","0","",,NA,"100.8","0",NA,"","12","",,NA,"288.9","0.0","7044328"
"NATASHQUAN","50.190","-61.789","QC","10.7","12",NA,"22.7","12","-2.3","11","",,NA,"49.4","12",NA,"","6","",,NA,"132.2","0.0","7045398"
"NATASHQUAN A","50.190","-61.811","QC","9.6","6",NA,"23.1","6","-5.8","6","",,NA,"38.2","6",NA,"","5","",,NA,"201.4","0.0","7045401"
"POINTE DE L'ISLET","48.136","-69.716","QC","12.3","2",NA,"25.3","2","2.5","2","",,NA,"",,NA,"","","",,NA,"159.2","0.7","7046059"
"POINTE CLAVEAU","48.260","-70.114","QC","13.8","2",NA,"28.0","2","2.2","2","",,NA,"",,NA,"","","",,NA,"122.9","6.0","704607C"
"SEPT-ILES","50.217","-66.250","QC","8.9","0",NA,"25.3","0","-4.2","0","",,NA,"163.9","0",NA,"","11","",,NA,"273.1","0.0","7047914"
"LAC EON","51.867","-63.284","QC","6.9","2",NA,"21.9","2","-4.2","2","",,NA,"69.7","2",NA,"","10","",,NA,"310.2","0.0","704C64L"
"POINTE-DES-MONTS","49.317","-67.381","QC","9.8","0",NA,"20.2","0","0.5","0","",,NA,"113.2","0",NA,"","12","",,NA,"244.6","0.0","704F0PN"
"POINTE NOIRE CS","50.163","-66.434","QC","11.0","0",NA,"26.3","0","0.9","0","",,NA,"128.0","0",NA,"","11","",,NA,"211.4","0.5","704Q003"
"BAIE-COMEAU","49.259","-68.146","QC","11.0","0",NA,"27.1","0","-0.8","0","",,NA,"151.2","0",NA,"","11","",,NA,"214.7","3.7","704S001"
"AMQUI","48.472","-67.435","QC","12.3","0",NA,"29.9","0","-2.0","0","",,NA,"75.0","0",NA,"","11","",,NA,"182.2","11.2","7050145"
"CAP-D'ESPOIR","48.419","-64.317","QC","11.8","1",NA,"23.5","1","-0.2","1","",,NA,"34.0","9",NA,"","5","",,NA,"179.0","0.0","7051050"
"CAP-MADELEINE","49.251","-65.325","QC","12.5","2",NA,"24.5","2","1.2","2","",,NA,"51.2","2",NA,"","8","",,NA,"158.1","2.8","7051163"
"CAUSAPSCAL AIRPORT","48.309","-67.253","QC","11.2","3",NA,"30.0","3","-6.8","3","",,NA,"74.5","3",NA,"","11","",,NA,"189.9","6.6","7051201"
"GASPE A","48.775","-64.480","QC","11.6","3",NA,"30.2","1","-4.9","2","0.0","1",NA,"36.9","1",NA,"","5","",,NA,"178.6","5.4","7052601"
"HEATH POINT","49.085","-61.701","QC","10.6","4",NA,"22.0","4","-1.2","4","",,NA,"43.7","15",NA,"","7","",,NA,"192.7","0.0","7053038"
"ILES DE LA MADELEINE A","47.425","-61.778","QC","",,NA,"24.9","0","",,"",,NA,"",,NA,"","","",,NA,"","","7053250"
"ILES DE LA MADELEINE","47.425","-61.775","QC","16.8","13",NA,"24.8","13","8.3","13","",,NA,"13.8","18",NA,"","3","",,NA,"31.4","10.8","7053KGR"
"LA POCATIERE","47.356","-70.032","QC","14.1","0",NA,"29.1","0","-2.5","0","",,NA,"40.9","0",NA,"","10","",,NA,"137.1","21.1","7054096"
"MONT JOLI A","48.609","-68.208","QC","12.9","0",NA,"26.5","0","-0.5","0","0.0","0",NA,"59.9","0",NA,"","11","",,NA,"162.1","9.8","7055121"
"MONT-JOLI","48.604","-68.195","QC","12.7","0",NA,"26.9","0","-1.2","0","",,NA,"64.0","0",NA,"","13","",,NA,"167.6","9.2","7055122"
"NEW CARLISLE 1","48.012","-65.332","QC","12.7","1",NA,"28.2","1","-1.3","1","",,NA,"54.0","1",NA,"","7","",,NA,"159.3","4.8","7055422"
"NEW RICHMOND EAST","48.156","-65.842","QC","12.5","2",NA,"27.8","2","-3.9","2","",,NA,"57.8","2",NA,"","7","",,NA,"158.3","3.4","7055440"
"POINTE-AU-PERE (INRS)","48.514","-68.468","QC","11.4","1",NA,"25.5","1","0.1","1","",,NA,"53.7","1",NA,"","10","",,NA,"191.5","0.0","7056068"
"PORT-MENIER","49.839","-64.293","QC","10.0","1",NA,"22.1","1","-3.5","1","",,NA,"96.3","1",NA,"","10","",,NA,"230.6","0.0","7056202"
"RIVIERE-DU-LOUP","47.806","-69.549","QC","13.2","0",NA,"28.5","0","-2.0","0","",,NA,"47.7","0",NA,"","8","",,NA,"159.8","15.7","7056616"
"ILE BICQUETTE","48.416","-68.893","QC","10.4","1",NA,"20.6","1","3.0","1","",,NA,"",,NA,"","","",,NA,"219.8","0.0","705LKPQ"
"CAP-CHAT","49.109","-66.654","QC","11.4","1",NA,"24.1","1","-0.2","1","",,NA,"67.9","1",NA,"","8","",,NA,"191.2","1.2","705S002"
"BAGOTVILLE A","48.333","-71.000","QC","13.2","0","1.1","31.0","0","-3.2","0","0.0","0","0.0","104.0","0","101.0","","10","",,NA,"161.6","17.0","7060400"
"BONNARD 1","50.729","-71.013","QC","9.9","5",NA,"25.5","5","-1.8","5","",,NA,"117.9","5",NA,"","10","",,NA,"209.5","5.8","7060826"
"CHAMOUCHOUANE","49.279","-73.356","QC","11.4","5",NA,"27.9","5","-2.8","5","",,NA,"",,NA,"","","",,NA,"167.1","2.8","7061288"
"CHUTE-DES-PASSES","49.840","-71.168","QC","10.8","4",NA,"26.5","4","-2.1","4","",,NA,"",,NA,"","","",,NA,"191.0","3.3","7061541"
"JONQUIERE","48.425","-71.143","QC","13.9","5",NA,"29.8","5","0.5","5","",,NA,"76.6","5",NA,"","14","",,NA,"119.4","16.7","7063370"
"LATERRIERE","48.307","-71.129","QC","12.3","0",NA,"30.1","0","-4.6","0","",,NA,"",,NA,"","","",,NA,"185.5","14.0","7064181"
"MISTOOK","48.598","-71.716","QC","14.1","4",NA,"29.1","4","0.7","4","",,NA,"",,NA,"","","",,NA,"118.5","16.8","7065012"
"NORMANDIN","48.842","-72.547","QC","11.8","0",NA,"28.5","0","-4.3","0","",,NA,"183.1","0",NA,"","10","",,NA,"195.5","10.6","7065639"
"ONATCHIWAY","48.894","-71.032","QC","11.1","2",NA,"27.3","2","-5.5","2","",,NA,"155.7","2",NA,"","11","",,NA,"200.3","7.0","7065738"
"ROBERVAL A","48.520","-72.266","QC","12.8","2",NA,"28.4","1","-3.5","2","0.0","2",NA,"48.8","1",NA,"","8","",,NA,"163.1","16.6","7066686"
"LAC BENOIT","51.533","-71.111","QC","9.3","11",NA,"25.2","11","-3.4","11","",,NA,"",,NA,"","","",,NA,"168.5","3.2","706I001"
"MANOUANE EST","50.656","-70.532","QC","10.0","9",NA,"25.9","9","-1.8","9","",,NA,"91.2","9",NA,"","7","",,NA,"169.8","2.5","706I155"
"LA BAIE","48.298","-70.920","QC","12.6","1",NA,"29.2","1","-2.7","1","",,NA,"91.6","8",NA,"","6","",,NA,"169.5","11.5","706Q001"
"PARENT","47.922","-74.624","QC","11.6","0",NA,"26.7","0","-5.1","0","",,NA,"117.6","0",NA,"","14","",,NA,"199.6","6.7","7075800"
"SAINT-MICHEL-DES-SAINTS","46.816","-74.094","QC","12.1","1",NA,"27.5","1","-5.0","1","",,NA,"61.7","1",NA,"","9","",,NA,"181.3","11.0","7077571"
"LA TUQUE","47.411","-72.788","QC","13.1","0",NA,"29.7","0","-6.0","0","",,NA,"87.0","0",NA,"","6","",,NA,"165.1","17.9","707DBD4"
"BARRAGE TEMISCAMINGUE","46.710","-79.101","QC","14.9","0",NA,"29.5","0","3.1","0","",,NA,"78.2","0",NA,"","10","",,NA,"121.2","28.9","7080468"
"ROUYN","48.246","-79.034","QC","12.4","0",NA,"27.9","0","-0.7","0","",,NA,"125.3","0",NA,"","10","",,NA,"175.7","7.7","7086716"
"CHAPAIS","49.823","-74.975","QC","10.0","0",NA,"27.2","0","-7.3","0","",,NA,"178.0","9",NA,"","9","",,NA,"246.1","4.8","7091299"
"CHIBOUGAMAU-CHAPAIS","49.777","-74.530","QC","10.2","0",NA,"26.8","0","-5.4","0","",,NA,"190.2","0",NA,"","11","",,NA,"238.6","3.6","7091410"
"LA GRANDE 4 A","53.755","-73.675","QC","8.3","14",NA,"24.3","14","-2.6","14","",,NA,"62.5","14",NA,"","10","",,NA,"155.5","0.1","7093714"
"LA GRANDE RIVIERE A","53.625","-77.704","QC","7.2","1",NA,"20.8","1","-2.4","0","28.4","1",NA,"127.2","1",NA,"0.0","21","",,NA,"313.6","0.0","7093716"
"LA GRANDE IV","53.757","-73.679","QC","7.5","2",NA,"24.8","2","-4.3","2","",,NA,"86.2","2",NA,"","13","",,NA,"294.5","0.0","7093GJ5"
"MATAGAMI A","49.762","-77.803","QC","8.7","12",NA,"27.1","12","-4.8","12","",,NA,"87.0","12",NA,"","11","",,NA,"169.1","2.0","7094636"
"MATAGAMI","49.758","-77.793","QC","10.3","1",NA,"27.4","1","-4.6","1","",,NA,"116.2","1",NA,"","15","",,NA,"230.2","8.1","7094637"
"VAL-D'OR","48.056","-77.786","QC","12.0","0",NA,"27.6","0","-4.2","0","",,NA,"180.7","0",NA,"","10","",,NA,"186.3","6.6","7098603"
"VAL D'OR A","48.053","-77.783","QC","12.9","2",NA,"27.9","2","-3.7","2","",,NA,"185.7","3",NA,"","10","",,NA,"152.4","8.2","7098605"
"INUKJUAK A","58.472","-78.077","QC","3.9","17",NA,"9.5","17","-1.0","17","",,NA,"84.8","17",NA,"","9","",,NA,"182.7","0.0","7103280"
"KUUJJUARAPIK","55.367","-77.567","QC","6.4","3",NA,"17.2","3","-0.2","3","",,NA,"150.6","3",NA,"","22","",,NA,"314.3","0.0","7103539"
"INUKJUAK","58.472","-78.077","QC","4.0","3",NA,"12.7","3","-1.7","3","",,NA,"65.3","3",NA,"","13","",,NA,"378.2","0.0","710S005"
"KUUJJUAQ A","58.089","-68.422","QC","4.5","0",NA,"16.9","0","-2.3","0","11.8","0",NA,"112.4","0",NA,"","17","",,NA,"406.2","0.0","7113535"
"PARC NATIONAL DES PINGUALUIT","61.313","-73.668","QC","-0.4","3",NA,"8.0","3","-7.4","3","",,NA,"31.1","3",NA,"","7","",,NA,"497.7","0.0","7115800"
"RIVIERE AUX FEUILLES","57.909","-72.976","QC","4.1","2",NA,"17.1","2","-5.6","2","",,NA,"99.1","2",NA,"","21","",,NA,"390.5","0.0","7116505"
"SALLUIT","62.179","-75.670","QC","0.9","2",NA,"10.2","2","-5.3","2","",,NA,"17.5","2",NA,"","6","",,NA,"479.6","0.0","7117800"
"SCHEFFERVILLE A","54.805","-66.805","QC","5.5","1",NA,"23.2","1","-3.7","0","",,NA,"78.7","5",NA,"","14","",,NA,"363.1","0.0","7117823"
"AROOSTOOK","46.712","-67.716","NB","14.9","4","1.7","31.0","4","-4.5","4","0.0","4",NA,"67.4","4",NA,"","6","","",NA,"99.9","19.3","8100300"
"BAS CARAQUET","47.802","-64.833","NB","13.4","0",NA,"28.5","0","-2.5","0","",,NA,"51.6","0",NA,"","14","",,NA,"145.2","8.5","8100467"
"BAS CARAQUET","47.800","-64.867","NB","",,NA,"",,"",,"0.0","0",NA,"40.0","0",NA,"0.0","8","","",NA,"","","8100468"
"BATHURST A","47.630","-65.739","NB","13.1","0",NA,"31.7","0","-3.4","0","",,NA,"28.9","0",NA,"","4","",,NA,"160.7","13.0","8100505"
"BOUCTOUCHE CDA CS","46.430","-64.768","NB","14.2","0",NA,"30.3","0","-2.8","0","",,NA,"66.4","0",NA,"","21","",,NA,"135.6","20.6","8100593"
"CHARLO AUTO","47.990","-66.334","NB","12.6","0",NA,"30.6","0","-2.2","0","",,NA,"55.4","0",NA,"","8","",,NA,"172.1","9.6","8100885"
"MIRAMICHI RCS","47.009","-65.465","NB","14.0","0",NA,"31.4","0","-2.5","0","",,NA,"66.0","0",NA,"","6","",,NA,"142.6","22.3","8100989"
"DOAKTOWN AUTO RCS","46.585","-66.010","NB","13.7","1",NA,"30.3","1","-3.2","1","",,NA,"47.0","1",NA,"","6","",,NA,"138.8","13.5","8101201"
"EDMUNDSTON","47.417","-68.324","NB","11.7","0",NA,"29.3","0","-6.6","0","",,NA,"70.2","3",NA,"","9","",,NA,"195.4","6.3","8101303"
"FREDERICTON INTL A","45.869","-66.537","NB","13.8","8",NA,"30.2","8","-3.9","7","",,NA,"14.3","8",NA,"","4","",,NA,"103.2","11.7","8101505"
"FREDERICTON CDA CS","45.920","-66.609","NB","14.8","0",NA,"29.6","0","-1.4","0","",,NA,"32.6","0",NA,"","6","",,NA,"111.5","16.1","8101605"
"FUNDY PARK (ALMA) CS","45.600","-64.950","NB","14.2","0",NA,"25.7","0","0.4","0","",,NA,"183.3","0",NA,"","7","",,NA,"118.3","5.4","8101746"
"GAGETOWN AWOS A","45.839","-66.450","NB","14.4","1",NA,"29.7","1","-3.1","1","",,NA,"33.0","1",NA,"","6","",,NA,"120.4","17.4","8101794"
"GRAND MANAN SAR CS","44.712","-66.802","NB","13.5","0",NA,"28.8","0","-3.3","0","",,NA,"102.6","0",NA,"","6","",,NA,"140.6","5.5","8101925"
"KOUCHIBOUGUAC","46.789","-65.013","NB","13.4","0",NA,"30.8","0","-3.7","0","",,NA,"55.7","0",NA,"","11","",,NA,"154.1","17.2","8102326"
"MACTAQUAC PROV PARK","45.954","-66.899","NB","13.0","3","-0.5","30.0","3","-2.5","3","0.0","3",NA,"316.2","3",NA,"0.0","7","","",NA,"144.2","8.8","8102536"
"MECHANIC SETTLEMENT","45.694","-65.165","NB","13.6","0",NA,"25.5","0","-1.3","0","",,NA,"89.5","0",NA,"","9","",,NA,"140.3","8.1","8102848"
"MISCOU ISLAND (AUT)","48.009","-64.494","NB","13.3","4",NA,"26.0","4","-0.3","4","",,NA,"52.1","4",NA,"","7","",,NA,"128.0","6.4","8103050"
"MONCTON INTL A","46.112","-64.679","NB","14.4","0",NA,"28.9","0","-1.9","0","0.0","0",NA,"100.5","0",NA,"","11","",,NA,"123.4","15.8","8103201"
"OAK POINT","45.507","-66.099","NB","14.7","0",NA,"27.0","0","-2.0","0","0.0","0",NA,"69.6","0",NA,"0.0","7","","",NA,"107.6","9.1","8103780"
"POINT LEPREAU CS","45.073","-66.449","NB","14.1","0",NA,"27.1","0","0.0","0","",,NA,"53.7","0",NA,"","4","",,NA,"119.0","1.8","8104201"
"RED PINES","47.439","-65.598","NB","12.3","0",NA,"31.5","0","-4.2","0","",,NA,"20.5","0",NA,"","4","",,NA,"183.6","13.4","8104295"
"SAINT JOHN A","45.316","-65.890","NB","13.3","0",NA,"26.1","0","-3.3","0","0.0","0",NA,"109.0","1",NA,"","9","",,NA,"141.3","1.7","8104901"
"ST. STEPHEN","45.210","-67.253","NB","14.7","0",NA,"30.1","0","-2.8","0","",,NA,"64.0","0",NA,"","7","",,NA,"114.9","15.8","8104935"
"SUSSEX FOUR CORNERS","45.742","-65.529","NB","14.1","1",NA,"28.4","1","-3.4","1","",,NA,"51.2","1",NA,"","8","",,NA,"121.8","7.5","8105210"
"WOODSTOCK","46.170","-67.554","NB","14.0","0","0.8","29.5","0","-4.5","0","0.0","0","0.0","57.6","0","60.0","0.0","5","","",NA,"139.7","19.2","8105600"
"WOODSTOCK NEWBRIDGE","46.152","-67.543","NB","13.0","0",NA,"29.2","0","-4.8","0","",,NA,"51.4","0",NA,"","5","",,NA,"162.4","12.2","8105603"
"BACCARO PT","43.451","-65.472","NS","15.6","2",NA,"25.3","2","5.7","2","",,NA,"89.2","2",NA,"","4","",,NA,"68.1","1.3","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","16.5","0",NA,"24.6","0","6.9","0","",,NA,"",,NA,"","","",,NA,"57.6","13.7","8200558"
"BEDFORD BASIN","44.708","-63.634","NS","16.8","0",NA,"27.6","0","3.1","0","",,NA,"",,NA,"","","",,NA,"62.8","26.6","8200573"
"BEDFORD RANGE","44.746","-63.662","NS","14.8","0",NA,"29.0","0","-2.6","0","",,NA,"93.8","2",NA,"","8","",,NA,"105.1","8.1","8200574"
"BRIER ISLAND","44.286","-66.347","NS","14.8","1",NA,"23.5","1","7.6","1","",,NA,"87.6","4",NA,"","5","",,NA,"94.3","0.8","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","16.0","1",NA,"29.1","1","3.2","1","",,NA,"89.1","6",NA,"","9","",,NA,"78.1","20.7","8200774"
"CHETICAMP CS","46.645","-60.947","NS","13.5","0",NA,"26.9","0","1.0","0","",,NA,"72.8","0",NA,"","9","",,NA,"140.0","4.4","8200827"
"CHETICAMP HIGHLANDS NATIONAL PARK","46.651","-60.955","NS","9.9","27",NA,"17.1","27","3.5","27","",,NA,"22.6","27",NA,"","2","",,NA,"24.2","0.0","8200828"
"COLLEGEVILLE AUTO","45.491","-62.015","NS","12.7","3",NA,"29.9","3","-5.4","3","",,NA,"36.7","3",NA,"","5","",,NA,"150.6","7.4","8201001"
"DEBERT","45.417","-63.467","NS","14.0","1",NA,"27.7","1","-3.1","1","",,NA,"83.3","1",NA,"","6","",,NA,"121.0","4.7","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","14.5","1",NA,"26.6","1","0.6","1","",,NA,"57.7","1",NA,"","5","",,NA,"108.6","8.4","8201780"
"GRAND ETANG","46.550","-61.050","NS","14.9","0",NA,"27.0","0","3.2","0","",,NA,"",,NA,"","","",,NA,"104.0","10.5","8201969"
"GREENWOOD A","44.983","-64.917","NS","15.1","0","0.6","29.0","0","-2.0","0","0.0","0",NA,"112.3","0","117.0","","8","",,NA,"100.0","12.3","8202000"
"EMERGENCY WEATHER STATION #2","44.728","-64.456","NS","14.7","0",NA,"31.0","0","-2.8","0","",,NA,"102.6","0",NA,"","9","",,NA,"108.8","10.6","8202195"
"HALIFAX DOCKYARD","44.655","-63.577","NS","17.3","27",NA,"27.3","27","9.7","27","",,NA,"",,NA,"","","",,NA,"6.8","4.7","8202240"
"HALIFAX INTL A","44.881","-63.509","NS","15.4","0",NA,"29.0","0","1.4","0","0.0","0",NA,"101.8","0",NA,"","9","",,NA,"95.5","18.5","8202251"
"HALIFAX KOOTENAY","44.588","-63.551","NS","16.7","0",NA,"26.8","0","3.9","0","",,NA,"",,NA,"","","",,NA,"61.9","22.0","8202252"
"HALIFAX WINDSOR PARK","44.657","-63.609","NS","16.8","0",NA,"27.6","0","3.4","0","",,NA,"99.6","0",NA,"","8","",,NA,"65.6","30.5","8202255"
"HART ISLAND (AUT)","45.350","-60.983","NS","16.5","0",NA,"25.2","0","8.5","0","",,NA,"",,NA,"","","",,NA,"57.0","12.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","14.2","2",NA,"29.4","2","-0.7","2","",,NA,"25.5","21",NA,"","3","",,NA,"118.1","11.1","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","15.2","0",NA,"28.1","0","-2.1","0","",,NA,"81.8","0",NA,"","6","",,NA,"98.8","15.4","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","15.1","0",NA,"28.4","0","-0.4","0","",,NA,"103.8","0",NA,"","8","",,NA,"101.7","15.6","8202810"
"LAKE MAJOR","44.717","-63.483","NS","16.3","0",NA,"29.0","0","0.0","0","0.0","0",NA,"101.5","0",NA,"0.0","9","","",NA,"76.0","24.0","8202896"
"LOUISBOURG","45.921","-59.971","NS","14.0","0",NA,"26.9","0","-1.0","0","",,NA,"64.2","0",NA,"","10","",,NA,"125.9","5.9","8203163"
"LUNENBURG","44.360","-64.296","NS","16.9","0",NA,"27.8","0","5.6","0","",,NA,"",,NA,"","","",,NA,"55.7","21.2","8203210"
"MALAY FALLS","44.983","-62.483","NS","14.0","0",NA,"28.7","0","-3.0","0","",,NA,"70.8","0",NA,"","5","",,NA,"127.1","7.2","8203405"
"MCNABS ISLAND (AUT)","44.600","-63.533","NS","16.9","0",NA,"27.5","0","4.5","0","",,NA,"",,NA,"","","",,NA,"57.0","24.3","8203478"
"NAPPAN AUTO","45.760","-64.241","NS","13.9","1",NA,"26.4","1","-2.4","1","",,NA,"57.2","1",NA,"","9","",,NA,"123.4","4.2","8203702"
"NORTHEAST MARGAREE (AUT)","46.368","-60.976","NS","12.4","0",NA,"26.8","0","-2.3","0","",,NA,"84.0","0",NA,"","8","",,NA,"169.9","2.2","8204154"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","11.8","0",NA,"25.3","0","0.2","0","",,NA,"68.4","0",NA,"","8","",,NA,"189.8","2.6","8204161"
